day month year hour minute temperature   humidity     dewpoint   barometer    windspeed   gustspeed direction  rainlastmin    dailyrain  monthlyrain   yearlyrain  heatindex
 1 10 2019  0  0 12.4  98 12.1 996.0 0.0 0.0  74 0.0 0.0 0.0 937.2 12.4
 1 10 2019  0  1 12.4  98 12.1 995.9 0.0 0.0  74 0.0 0.0 0.0 937.2 12.4
 1 10 2019  0  2 12.4  98 12.1 996.0 0.0 0.0  74 0.0 0.0 0.0 937.2 12.4
 1 10 2019  0  3 12.4  98 12.1 995.9 0.0 0.0  73 0.0 0.2 0.2 937.4 12.4
 1 10 2019  0  4 12.4  98 12.1 995.9 0.0 0.0  74 0.2 0.2 0.2 937.4 12.4
 1 10 2019  0  5 12.4  98 12.1 995.9 0.0 0.0  74 0.0 0.2 0.2 937.4 12.4
 1 10 2019  0  6 12.4  98 12.1 995.9 0.0 0.0  73 0.0 0.2 0.2 937.4 12.4
 1 10 2019  0  7 12.4  98 12.1 995.9 0.0 0.0  74 0.0 0.2 0.2 937.4 12.4
 1 10 2019  0  8 12.5  98 12.2 995.9 0.0 0.0  74 0.0 0.2 0.2 937.4 12.5
 1 10 2019  0  9 12.5  98 12.2 995.9 0.0 0.0  74 0.0 0.2 0.2 937.4 12.5
 1 10 2019  0 10 12.5  98 12.2 995.9 0.0 0.0  74 0.0 0.2 0.2 937.4 12.5
 1 10 2019  0 11 12.5  98 12.2 995.9 0.0 0.0  73 0.0 0.2 0.2 937.4 12.5
 1 10 2019  0 12 12.5  98 12.2 995.9 0.0 0.0  74 0.0 0.2 0.2 937.4 12.5
 1 10 2019  0 13 12.5  98 12.2 995.9 0.0 0.0  74 0.0 0.2 0.2 937.4 12.5
 1 10 2019  0 14 12.5  98 12.2 996.0 0.0 0.0  74 0.0 0.2 0.2 937.4 12.5
 1 10 2019  0 15 12.5  98 12.2 995.9 0.0 0.0  74 0.0 0.6 0.6 937.8 12.5
 1 10 2019  0 16 12.5  98 12.2 996.0 0.0 0.0  74 0.4 0.6 0.6 937.8 12.5
 1 10 2019  0 17 12.4  98 12.1 995.9 0.0 0.0  74 0.0 1.0 1.0 938.2 12.4
 1 10 2019  0 18 12.4  98 12.1 995.9 0.0 0.0  74 0.4 1.0 1.0 938.2 12.4
 1 10 2019  0 19 12.4  98 12.1 995.9 0.0 0.0  73 0.0 1.0 1.0 938.2 12.4
 1 10 2019  0 20 12.4  98 12.1 995.9 0.0 0.0  74 0.0 1.2 1.2 938.4 12.4
 1 10 2019  0 21 12.4  98 12.1 995.9 0.0 0.0  74 0.2 1.4 1.4 938.6 12.4
 1 10 2019  0 22 12.4  98 12.1 995.9 0.0 0.0  74 0.2 1.4 1.4 938.6 12.4
 1 10 2019  0 23 12.4  98 12.1 995.9 0.0 0.0  74 0.0 1.4 1.4 938.6 12.4
 1 10 2019  0 24 12.4  98 12.1 995.9 0.0 0.0  74 0.0 1.8 1.8 939.0 12.4
 1 10 2019  0 25 12.4  98 12.1 995.9 0.0 0.0  74 0.4 1.8 1.8 939.0 12.4
 1 10 2019  0 26 12.4  98 12.1 995.9 0.0 0.0  74 0.0 2.2 2.2 939.4 12.4
 1 10 2019  0 27 12.4  98 12.1 995.9 0.0 0.0  74 0.4 2.6 2.6 939.8 12.4
 1 10 2019  0 28 12.4  98 12.1 995.9 0.0 0.0  74 0.4 2.6 2.6 939.8 12.4
 1 10 2019  0 29 12.4  98 12.1 995.9 0.0 0.0  74 0.0 2.6 2.6 939.8 12.4
 1 10 2019  0 30 12.4  98 12.1 995.9 0.0 0.0  74 0.0 2.8 2.8 940.0 12.4
 1 10 2019  0 31 12.4  98 12.1 995.9 0.0 0.0  74 0.2 3.0 3.0 940.2 12.4
 1 10 2019  0 32 12.4  98 12.1 995.9 0.0 0.0  74 0.2 3.0 3.0 940.2 12.4
 1 10 2019  0 33 12.4  98 12.1 995.8 0.0 0.0  74 0.0 3.2 3.2 940.4 12.4
 1 10 2019  0 34 12.4  98 12.1 995.8 0.0 0.0  74 0.2 3.2 3.2 940.4 12.4
 1 10 2019  0 35 12.4  98 12.1 995.8 0.0 0.0  74 0.0 3.4 3.4 940.6 12.4
 1 10 2019  0 36 12.4  98 12.1 995.8 0.0 0.0  74 0.2 3.4 3.4 940.6 12.4
 1 10 2019  0 37 12.4  98 12.1 995.8 0.0 0.0  74 0.0 3.4 3.4 940.6 12.4
 1 10 2019  0 38 12.4  98 12.1 995.8 0.0 0.0  73 0.0 3.4 3.4 940.6 12.4
 1 10 2019  0 39 12.4  98 12.1 995.9 0.0 0.0  73 0.0 3.4 3.4 940.6 12.4
 1 10 2019  0 40 12.4  98 12.1 995.9 0.0 0.0  74 0.0 3.4 3.4 940.6 12.4
 1 10 2019  0 41 12.4  98 12.1 995.9 0.0 0.0  74 0.0 3.4 3.4 940.6 12.4
 1 10 2019  0 42 12.4  98 12.1 995.9 0.0 0.0  74 0.0 3.4 3.4 940.6 12.4
 1 10 2019  0 43 12.4  98 12.1 995.9 0.0 0.0  73 0.0 3.4 3.4 940.6 12.4
 1 10 2019  0 44 12.4  98 12.1 995.9 0.0 0.0  74 0.0 3.4 3.4 940.6 12.4
 1 10 2019  0 45 12.4  98 12.1 995.9 0.0 0.0  74 0.0 3.4 3.4 940.6 12.4
 1 10 2019  0 46 12.4  98 12.1 995.9 0.0 0.9  74 0.0 3.4 3.4 940.6 12.4
 1 10 2019  0 47 12.5  98 12.1 995.9 0.0 0.0  74 0.0 3.4 3.4 940.6 12.5
 1 10 2019  0 48 12.5  98 12.2 995.8 0.1 1.7  74 0.0 3.4 3.4 940.6 12.5
 1 10 2019  0 49 12.5  98 12.2 995.8 0.1 0.9  74 0.0 3.4 3.4 940.6 12.5
 1 10 2019  0 50 12.5  98 12.2 995.8 0.1 0.9  74 0.0 3.4 3.4 940.6 12.5
 1 10 2019  0 51 12.5  98 12.2 995.9 0.1 0.0  74 0.0 3.4 3.4 940.6 12.5
 1 10 2019  0 52 12.5  98 12.2 995.8 0.0 0.0  74 0.0 3.4 3.4 940.6 12.5
 1 10 2019  0 53 12.5  98 12.2 995.8 0.0 0.0  74 0.0 3.4 3.4 940.6 12.5
