day month year hour minute temperature   humidity     dewpoint   barometer    windspeed   gustspeed direction  rainlastmin    dailyrain  monthlyrain   yearlyrain  heatindex
 1  3 2019  0  0 07.0  95 06.3 1018.7 5.7 6.1 242 0.0 0.0 0.0 161.8 7.0
 1  3 2019  0  1 07.0  95 06.3 1018.7 5.3 7.8 242 0.0 0.0 0.0 161.8 7.0
 1  3 2019  0  2 07.0  95 06.3 1018.6 5.7 7.8 242 0.0 0.0 0.0 161.8 7.0
 1  3 2019  0  3 07.1  95 06.3 1018.6 5.6 8.7 242 0.0 0.0 0.0 161.8 7.1
 1  3 2019  0  4 07.1  95 06.4 1018.7 6.2 8.7 242 0.0 0.0 0.0 161.8 7.1
 1  3 2019  0  5 07.1  95 06.4 1018.6 6.2 8.7 242 0.0 0.0 0.0 161.8 7.1
 1  3 2019  0  6 07.1  95 06.4 1018.6 6.1 9.6 242 0.0 0.0 0.0 161.8 7.1
 1  3 2019  0  7 07.2  95 06.4 1018.6 5.5 7.0 242 0.0 0.0 0.0 161.8 7.2
 1  3 2019  0  8 07.2  95 06.4 1018.6 5.2 7.0 242 0.0 0.0 0.0 161.8 7.2
 1  3 2019  0  9 07.2  95 06.4 1018.7 5.7 9.6 242 0.0 0.0 0.0 161.8 7.2
 1  3 2019  0 10 07.2  95 06.5 1018.6 6.5 9.6 242 0.0 0.0 0.0 161.8 7.2
 1  3 2019  0 11 07.2  95 06.5 1018.6 6.1 8.7 242 0.0 0.0 0.0 161.8 7.2
 1  3 2019  0 12 07.3  95 06.5 1018.6 5.7 7.0 242 0.0 0.0 0.0 161.8 7.3
 1  3 2019  0 13 07.3  95 06.5 1018.6 6.2 9.6 242 0.0 0.0 0.0 161.8 7.3
 1  3 2019  0 14 07.3  95 06.6 1018.6 5.9 7.0 242 0.0 0.0 0.0 161.8 7.3
 1  3 2019  0 15 07.3  95 06.6 1018.6 5.4 7.8 242 0.0 0.0 0.0 161.8 7.3
 1  3 2019  0 16 07.3  95 06.6 1018.6 5.6 7.0 242 0.0 0.0 0.0 161.8 7.3
 1  3 2019  0 17 07.4  94 06.5 1018.6 4.6 7.0 242 0.0 0.0 0.0 161.8 7.4
 1  3 2019  0 18 07.3  94 06.4 1018.6 4.5 7.0 242 0.0 0.0 0.0 161.8 7.3
 1  3 2019  0 19 07.3  94 06.4 1018.6 4.8 7.0 242 0.0 0.0 0.0 161.8 7.3
 1  3 2019  0 20 07.3  94 06.4 1018.6 5.1 7.8 242 0.0 0.0 0.0 161.8 7.3
 1  3 2019  0 21 07.3  94 06.4 1018.6 4.8 7.0 242 0.0 0.0 0.0 161.8 7.3
