day month year hour minute temperature   humidity     dewpoint   barometer    windspeed   gustspeed direction  rainlastmin    dailyrain  monthlyrain   yearlyrain  heatindex
 1 12 2019  0  0 02.0  95 01.3 1025.0 1.3 2.6  26 0.0 0.0 0.0 1158.4 2.0
 1 12 2019  0  1 02.0  95 01.3 1025.0 1.1 2.6  26 0.0 0.0 0.0 1158.4 2.0
 1 12 2019  0  2 02.0  95 01.3 1025.0 1.1 3.5  26 0.0 0.0 0.0 1158.4 2.0
 1 12 2019  0  3 02.0  95 01.3 1025.0 0.7 2.6  26 0.0 0.0 0.0 1158.4 2.0
 1 12 2019  0  4 02.0  95 01.3 1025.1 0.6 0.9  26 0.0 0.0 0.0 1158.4 2.0
 1 12 2019  0  5 02.0  95 01.3 1025.1 0.1 0.9  26 0.0 0.0 0.0 1158.4 2.0
 1 12 2019  0  6 01.9  95 01.2 1025.1 0.0 0.0  26 0.0 0.0 0.0 1158.4 1.9
 1 12 2019  0  7 01.9  95 01.2 1025.1 0.1 2.6  26 0.0 0.0 0.0 1158.4 1.9
 1 12 2019  0  8 01.9  95 01.2 1025.1 0.6 1.7  26 0.0 0.0 0.0 1158.4 1.9
 1 12 2019  0  9 01.9  95 01.2 1025.1 0.3 1.7  26 0.0 0.0 0.0 1158.4 1.9
 1 12 2019  0 10 01.9  95 01.2 1025.1 0.6 2.6  26 0.0 0.0 0.0 1158.4 1.9
 1 12 2019  0 11 01.9  95 01.2 1025.1 0.7 1.7  26 0.0 0.0 0.0 1158.4 1.9
 1 12 2019  0 12 01.9  95 01.2 1025.1 0.6 1.7  26 0.0 0.0 0.0 1158.4 1.9
 1 12 2019  0 13 01.9  95 01.2 1025.1 0.6 2.6  26 0.0 0.0 0.0 1158.4 1.9
 1 12 2019  0 14 01.9  95 01.2 1025.1 0.4 1.7  26 0.0 0.0 0.0 1158.4 1.9
 1 12 2019  0 15 01.9  95 01.2 1025.1 0.8 2.6  26 0.0 0.0 0.0 1158.4 1.9
 1 12 2019  0 16 01.9  95 01.2 1025.1 0.8 1.7  26 0.0 0.0 0.0 1158.4 1.9
 1 12 2019  0 17 01.9  95 01.2 1025.2 1.0 3.5  26 0.0 0.0 0.0 1158.4 1.9
 1 12 2019  0 18 01.9  95 01.2 1025.2 1.2 2.6  26 0.0 0.0 0.0 1158.4 1.9
 1 12 2019  0 19 01.9  95 01.2 1025.2 0.8 2.6  26 0.0 0.0 0.0 1158.4 1.9
 1 12 2019  0 20 01.8  95 01.1 1025.2 0.6 3.5  26 0.0 0.0 0.0 1158.4 1.8
 1 12 2019  0 21 01.9  95 01.1 1025.1 0.7 1.7  26 0.0 0.0 0.0 1158.4 1.9
 1 12 2019  0 22 01.8  95 01.1 1025.1 0.4 3.5  26 0.0 0.0 0.0 1158.4 1.8
 1 12 2019  0 23 01.8  95 01.1 1025.1 0.9 3.5  26 0.0 0.0 0.0 1158.4 1.8
 1 12 2019  0 24 01.8  95 01.1 1025.1 0.4 1.7  26 0.0 0.0 0.0 1158.4 1.8
 1 12 2019  0 25 01.8  95 01.1 1025.1 0.7 2.6  26 0.0 0.0 0.0 1158.4 1.8
 1 12 2019  0 26 01.8  95 01.1 1025.1 0.7 3.5  26 0.0 0.0 0.0 1158.4 1.8
 1 12 2019  0 27 01.8  95 01.1 1025.1 1.5 2.6  26 0.0 0.0 0.0 1158.4 1.8
 1 12 2019  0 28 01.8  96 01.3 1025.1 1.3 2.6  26 0.0 0.0 0.0 1158.4 1.8
 1 12 2019  0 29 01.8  96 01.3 1025.1 1.2 4.3  26 0.0 0.0 0.0 1158.4 1.8
 1 12 2019  0 30 01.8  96 01.3 1025.1 1.8 2.6  26 0.0 0.0 0.0 1158.4 1.8
 1 12 2019  0 31 01.8  96 01.3 1025.2 1.3 3.5  26 0.0 0.0 0.0 1158.4 1.8
 1 12 2019  0 32 01.9  96 01.3 1025.2 1.4 3.5  26 0.0 0.0 0.0 1158.4 1.9
 1 12 2019  0 33 01.9  96 01.3 1025.2 1.2 1.7  26 0.0 0.0 0.0 1158.4 1.9
 1 12 2019  0 34 01.9  96 01.3 1025.2 0.9 1.7  26 0.0 0.0 0.0 1158.4 1.9
 1 12 2019  0 35 01.9  96 01.3 1025.2 1.4 1.7  26 0.0 0.0 0.0 1158.4 1.9
 1 12 2019  0 36 01.9  96 01.3 1025.2 1.1 5.2  26 0.0 0.0 0.0 1158.4 1.9
 1 12 2019  0 37 01.9  96 01.3 1025.2 1.8 5.2  26 0.0 0.0 0.0 1158.4 1.9
 1 12 2019  0 38 01.9  96 01.3 1025.2 0.6 2.6  26 0.0 0.0 0.0 1158.4 1.9
 1 12 2019  0 39 01.9  96 01.3 1025.2 0.4 2.6  26 0.0 0.0 0.0 1158.4 1.9
 1 12 2019  0 40 01.9  96 01.3 1025.2 1.0 3.5  26 0.0 0.0 0.0 1158.4 1.9
 1 12 2019  0 41 01.9  96 01.3 1025.2 1.5 4.3  26 0.0 0.0 0.0 1158.4 1.9
 1 12 2019  0 42 01.9  96 01.3 1025.2 1.1 3.5  26 0.0 0.0 0.0 1158.4 1.9
 1 12 2019  0 43 01.9  96 01.3 1025.2 1.0 3.5  26 0.0 0.0 0.0 1158.4 1.9
 1 12 2019  0 44 01.9  96 01.3 1025.1 1.6 3.5  26 0.0 0.0 0.0 1158.4 1.9
 1 12 2019  0 45 01.9  96 01.3 1025.2 1.7 3.5  26 0.0 0.0 0.0 1158.4 1.9
 1 12 2019  0 46 01.9  96 01.3 1025.2 1.1 2.6  26 0.0 0.0 0.0 1158.4 1.9
 1 12 2019  0 47 01.9  96 01.3 1025.2 1.6 3.5  26 0.0 0.0 0.0 1158.4 1.9
 1 12 2019  0 48 01.9  96 01.3 1025.2 1.4 2.6  26 0.0 0.0 0.0 1158.4 1.9
 1 12 2019  0 49 01.9  96 01.3 1025.3 1.0 2.6  26 0.0 0.0 0.0 1158.4 1.9
 1 12 2019  0 50 01.9  96 01.3 1025.3 0.6 3.5  26 0.0 0.0 0.0 1158.4 1.9
 1 12 2019  0 51 01.9  96 01.3 1025.3 1.3 2.6  26 0.0 0.0 0.0 1158.4 1.9
 1 12 2019  0 52 01.9  96 01.3 1025.4 1.0 2.6  26 0.0 0.0 0.0 1158.4 1.9
 1 12 2019  0 53 01.9  96 01.3 1025.4 1.0 2.6  26 0.0 0.0 0.0 1158.4 1.9
 1 12 2019  0 54 01.9  96 01.4 1025.4 0.7 3.5  26 0.0 0.0 0.0 1158.4 1.9
 1 12 2019  0 55 01.9  96 01.4 1025.4 1.0 3.5  26 0.0 0.0 0.0 1158.4 1.9
 1 12 2019  0 56 01.9  96 01.4 1025.4 0.9 2.6  26 0.0 0.0 0.0 1158.4 1.9
 1 12 2019  0 57 01.9  96 01.4 1025.4 1.6 3.5  26 0.0 0.0 0.0 1158.4 1.9
 1 12 2019  0 58 01.9  96 01.4 1025.3 1.0 1.7  26 0.0 0.0 0.0 1158.4 1.9
 1 12 2019  0 59 01.9  96 01.4 1025.3 0.4 1.7  26 0.0 0.0 0.0 1158.4 1.9
 1 12 2019  1  0 01.9  96 01.4 1025.3 0.4 1.7  26 0.0 0.0 0.0 1158.4 1.9
 1 12 2019  1  1 01.9  96 01.4 1025.3 0.8 1.7  26 0.0 0.0 0.0 1158.4 1.9
 1 12 2019  1  2 01.9  96 01.4 1025.4 0.7 2.6  26 0.0 0.0 0.0 1158.4 1.9
 1 12 2019  1  3 02.0  96 01.4 1025.4 0.5 2.6  26 0.0 0.0 0.0 1158.4 2.0
 1 12 2019  1  4 02.0  96 01.4 1025.4 0.4 1.7  26 0.0 0.0 0.0 1158.4 2.0
 1 12 2019  1  5 02.0  96 01.4 1025.4 0.6 3.5  26 0.0 0.0 0.0 1158.4 2.0
 1 12 2019  1  6 02.0  96 01.4 1025.4 1.4 3.5  26 0.0 0.0 0.0 1158.4 2.0
 1 12 2019  1  7 02.0  96 01.4 1025.4 0.7 1.7  26 0.0 0.0 0.0 1158.4 2.0
 1 12 2019  1  8 02.0  96 01.4 1025.4 1.5 3.5  26 0.0 0.0 0.0 1158.4 2.0
 1 12 2019  1  9 02.0  96 01.4 1025.3 1.4 2.6  26 0.0 0.0 0.0 1158.4 2.0
 1 12 2019  1 10 02.0  96 01.4 1025.3 0.6 2.6  26 0.0 0.0 0.0 1158.4 2.0
