time,ISEQ All Share,volume
05/01/1988 01:00,1033.4,0
06/01/1988 01:00,1061.37,0
07/01/1988 01:00,1057.49,0
08/01/1988 01:00,1076.73,0
11/01/1988 01:00,1062.67,0
12/01/1988 01:00,1064.78,0
13/01/1988 01:00,1057.48,0
14/01/1988 01:00,1064.46,0
15/01/1988 01:00,1106.55,0
18/01/1988 01:00,1121.02,0
19/01/1988 01:00,1112.92,0
20/01/1988 01:00,1103.57,0
21/01/1988 01:00,1096.48,0
22/01/1988 01:00,1105.83,0
25/01/1988 01:00,1123.01,0
26/01/1988 01:00,1120.28,0
27/01/1988 01:00,1115,0
28/01/1988 01:00,1122.03,0
